From Bank,Account,To Bank,Account.1,Amount Received,Amount Paid,Payment Format,Year,Month
03208,8000ATW12,03208,8000CDD37,432.71,349.61,Credit Card,2023,4
010,8000IJZ73,010,8000OZF26,478.48,129.02,Wire,2021,11
03208,8000GHJ08,010,8000OCF25,449.95,385.59,Cash,2022,11
03208,8000KFI13,03208,8000DGR79,308.15,138.02,Reinvestment,2023,5
010,8000JXP42,03208,8000ZEV64,490.92,469.62,ACH,2023,9
03208,8000MBR38,010,8000TYY63,275.1,211.05,Reinvestment,2023,12
03208,8000XBJ17,010,8000DRH61,199.89,475.55,ACH,2021,9
03208,8000VTS27,03208,8000ORU14,447.29,348.01,Cheque,2022,2
03208,8000FJZ88,03208,8000FWH15,452.81,185.29,Bitcoin,2023,10
010,8000CLR81,03208,8000LZN80,123.75,457.66,Cash,2022,4
03208,8000UZQ07,010,8000QRZ38,394.71,157.99,Cash,2022,9
010,8000GBD21,03208,8000DAJ93,234.05,152.84,Reinvestment,2023,8
03208,8000AJB37,03208,8000JGU22,444.04,279.43,Credit Card,2021,12
03208,8000ATG85,03208,8000SBY50,197.17,199.64,Reinvestment,2022,1
03208,8000OXC42,03208,8000FPG90,332.12,313.58,Credit Card,2023,1
03208,8000JAW07,010,8000OYC61,152.1,278.0,Cash,2023,2
03208,8000NQA02,03208,8000DWD01,453.33,473.36,Bitcoin,2023,9
010,8000VYI96,03208,8000BMK71,154.4,137.65,Cheque,2021,2
010,8000LTH38,010,8000YVA88,359.17,134.4,Credit Card,2022,12
010,8000ZRJ00,010,8000PBY61,190.23,239.92,ACH,2022,10
03208,8000PGH86,010,8000NHR15,402.66,398.69,Cheque,2022,10
010,8000LKH80,03208,8000KYJ78,173.68,492.65,Wire,2022,3
03208,8000UJE33,03208,8000NGU13,403.31,173.05,Wire,2023,10
010,8000OLT79,010,8000ZVF18,302.4,150.58,Wire,2022,9
010,8000UHE51,010,8000UDM90,383.47,110.0,ACH,2021,1
010,8000KAQ42,010,8000TMN22,308.24,102.37,Bitcoin,2023,2
03208,8000GMP14,010,8000XIU29,322.62,218.8,Cheque,2021,2
010,8000YNN25,010,8000QRE67,341.77,414.12,Cash,2023,1
03208,8000EIS46,010,8000VPU70,191.34,469.87,Wire,2022,9
010,8000XZJ83,03208,8000DCB69,330.3,497.08,Bitcoin,2023,11
03208,8000SZE74,010,8000TUR31,205.54,469.43,ACH,2021,4
03208,8000LLE03,03208,8000BPW77,219.78,149.87,Cheque,2021,10
03208,8000KDF52,03208,8000SVR78,299.61,391.2,Credit Card,2022,4
03208,8000XEA74,03208,8000LGF68,191.3,185.2,Bitcoin,2023,1
03208,8000KNL43,010,8000SSY30,347.59,193.8,ACH,2023,4
03208,8000XEO78,03208,8000NVK75,219.83,393.02,Cheque,2021,12
03208,8000TBE41,03208,8000EDA09,174.42,479.92,Cash,2022,1
03208,8000WTK81,010,8000TBI06,459.49,499.22,Wire,2022,8
03208,8000QBF02,010,8000CRZ92,274.33,117.14,Credit Card,2023,12
03208,8000MNL24,03208,8000JDL18,477.17,184.56,ACH,2021,9
010,8000JDN31,010,8000KXY58,265.89,105.0,Credit Card,2021,5
03208,8000MKG45,010,8000AZR48,104.24,469.35,Cash,2022,8
010,8000MEW56,03208,8000HZO36,179.69,274.01,Reinvestment,2023,2
010,8000LLH15,010,8000OHE24,434.14,413.07,Cheque,2023,6
03208,8000ZAT55,010,8000JVE09,244.07,336.4,Cheque,2021,12
010,8000NGS45,03208,8000KBI97,438.55,217.7,ACH,2021,9
03208,8000POB77,03208,8000YJN07,255.28,128.71,Bitcoin,2021,3
03208,8000EFR49,03208,8000YRA21,218.69,163.21,Credit Card,2023,10
010,8000APU39,010,8000CJX30,420.29,384.28,ACH,2022,1
03208,8000GIK06,010,8000EVC36,128.92,147.45,Wire,2022,6
010,8000SUC35,010,8000QLM88,450.38,458.83,Cash,2021,12
010,8000NQM89,03208,8000KUY19,267.95,336.21,Reinvestment,2022,11
010,8000UBD18,010,8000PNZ52,231.48,207.31,ACH,2022,2
010,8000AKZ98,03208,8000PFS83,187.97,255.4,Wire,2021,8
03208,8000NIT66,010,8000GPD07,337.76,429.86,Reinvestment,2021,9
03208,8000ONJ80,03208,8000LKA82,479.18,369.65,Wire,2021,12
03208,8000QQP14,010,8000KZK65,240.97,294.1,Reinvestment,2021,6
010,8000MRM00,03208,8000SRL74,192.27,391.52,Cash,2023,6
03208,8000PTE37,010,8000KGJ30,199.06,377.57,Wire,2022,10
010,8000MDU41,03208,8000KCB02,136.41,144.56,ACH,2022,1
010,8000UZI76,03208,8000DPM84,194.69,274.72,ACH,2022,10
010,8000NRM51,03208,8000VGT94,357.68,299.66,Bitcoin,2023,6
010,8000ZDK13,010,8000FEZ91,385.38,187.45,ACH,2022,5
010,8000FJC73,010,8000GDE53,266.64,321.81,Reinvestment,2023,9
010,8000YZB79,010,8000YLL84,477.46,319.57,Cheque,2023,10
03208,8000WHP98,03208,8000CGL64,166.79,331.72,Wire,2022,1
03208,8000WWS99,010,8000JFD53,386.28,254.39,Reinvestment,2023,10
03208,8000WJC16,010,8000JWC21,262.06,341.22,Reinvestment,2022,2
010,8000BUZ69,03208,8000SUU96,195.75,160.11,Cash,2022,12
010,8000UVD21,03208,8000IGN61,177.86,253.88,Reinvestment,2023,12
03208,8000NHN04,03208,8000HHE55,167.05,200.94,ACH,2022,11
03208,8000LYU23,010,8000UAY38,491.14,477.78,Wire,2022,7
03208,8000XGM35,010,8000UVS41,255.77,268.45,Bitcoin,2022,2
010,8000HHA02,03208,8000ULQ86,343.26,122.83,Cheque,2023,10
03208,8000WHP69,03208,8000DED62,272.95,160.89,Reinvestment,2021,8
03208,8000QKL50,010,8000OSL63,424.39,331.3,Wire,2021,1
010,8000LEG28,03208,8000EJV65,403.43,431.72,ACH,2022,2
010,8000RQY28,010,8000XZC29,118.7,366.82,Reinvestment,2021,2
03208,8000MYR67,03208,8000BNP36,356.55,451.46,Reinvestment,2022,12
03208,8000IWW77,03208,8000MSZ99,487.53,346.47,Cash,2021,1
010,8000AAV26,03208,8000EPX79,440.17,274.54,Reinvestment,2022,10
010,8000DEM36,03208,8000CRQ36,218.27,371.47,Reinvestment,2022,10
010,8000JMH70,010,8000TWP09,344.37,425.5,Reinvestment,2021,2
010,8000ANF65,03208,8000BWC14,280.15,454.15,Bitcoin,2023,1
03208,8000DKV36,03208,8000MXM07,333.83,144.51,Reinvestment,2021,1
03208,8000DEP16,010,8000GLR24,324.71,412.27,Bitcoin,2021,10
03208,8000VNA72,010,8000BTW60,393.29,428.63,Credit Card,2023,10
03208,8000KHE67,03208,8000ZBH92,228.33,112.09,Credit Card,2021,1
03208,8000BJT89,03208,8000ECN93,272.93,186.96,Reinvestment,2023,5
010,8000ACA09,03208,8000ANG08,331.64,395.81,Bitcoin,2021,6
010,8000FCH69,010,8000WZB80,103.24,181.64,Cheque,2023,1
03208,8000WXT72,010,8000CTB15,208.66,272.98,Bitcoin,2023,9
010,8000MDI46,010,8000RQL85,294.46,228.12,Wire,2022,4
03208,8000QLI76,03208,8000WTU27,172.2,299.19,Cheque,2023,5
03208,8000NAX51,010,8000GXZ06,387.63,494.46,ACH,2022,3
03208,8000JDA74,03208,8000BEI72,142.09,241.62,Credit Card,2023,3
03208,8000MRK43,010,8000BDM81,389.14,324.38,Bitcoin,2022,4
010,8000KSA26,010,8000YGU81,428.89,415.32,Cheque,2023,6
03208,8000QWB00,03208,8000NLA86,374.24,201.19,ACH,2022,4
03208,8000YCE12,010,8000KTZ73,466.91,435.28,Wire,2023,1
03208,8000RIR79,03208,8000WJT56,384.67,456.76,Bitcoin,2021,10
010,8000GQN11,010,8000BNL87,188.48,335.19,Wire,2023,4
03208,8000GIE42,010,8000XLO15,428.8,107.22,Bitcoin,2022,9
010,8000MRU30,03208,8000IES09,197.31,130.14,Credit Card,2022,12
010,8000ZJY28,010,8000BBV49,432.62,341.61,Cash,2023,6
03208,8000CAE51,010,8000UUK64,335.54,319.0,Bitcoin,2023,11
010,8000JHB87,03208,8000KJP52,305.06,233.22,Reinvestment,2022,7
010,8000XLN00,03208,8000LTH61,331.59,204.02,Wire,2021,9
03208,8000OFD50,010,8000ENE89,257.44,153.7,Cheque,2021,8
03208,8000RED38,03208,8000HGT96,208.19,448.18,Reinvestment,2023,4
010,8000UQO32,010,8000ONY77,284.16,265.09,Credit Card,2021,10
03208,8000BWV72,03208,8000DYA68,155.22,199.81,Cheque,2023,10
010,8000MTW93,010,8000BKZ41,347.86,228.6,Credit Card,2023,12
03208,8000KTE22,010,8000UDP09,318.74,454.15,Reinvestment,2023,10
03208,8000XWV08,010,8000YFV91,369.23,302.02,Wire,2023,8
03208,8000YAZ12,010,8000WCG23,355.31,440.02,Cash,2022,2
010,8000IMT28,03208,8000BDW24,469.58,327.33,Bitcoin,2022,9
010,8000KAT47,010,8000PCY56,306.86,276.51,Cheque,2023,10
010,8000BKP95,010,8000KGM05,104.99,199.22,Bitcoin,2023,12
03208,8000YOM37,03208,8000JYL15,452.13,247.76,Wire,2021,8
010,8000UAI32,010,8000EXZ80,148.39,296.48,Wire,2022,12
03208,8000OIE71,010,8000PDH35,391.68,365.59,Cheque,2022,11
03208,8000IXU34,010,8000JLV54,178.97,342.5,Cheque,2022,10
010,8000JSZ70,03208,8000FNY82,149.32,102.94,Bitcoin,2021,9
03208,8000BJY53,03208,8000BQC21,481.9,140.19,ACH,2023,4
010,8000VNT52,03208,8000PEP53,114.28,261.45,Cheque,2023,2
03208,8000RFD60,010,8000JIX95,112.08,249.0,Cheque,2021,10
010,8000MGK44,03208,8000UHL23,279.34,339.47,Cheque,2021,1
03208,8000CNG90,010,8000BTI90,334.28,318.33,Credit Card,2022,3
03208,8000WQJ55,010,8000QIX46,170.64,405.42,Credit Card,2023,8
010,8000OWO07,010,8000IRK89,389.87,495.44,ACH,2022,2
010,8000CUM13,03208,8000NOB40,475.68,123.62,Cash,2022,11
03208,8000RVQ71,03208,8000RSV28,299.39,358.0,ACH,2022,12
010,8000PDX90,03208,8000GHJ36,148.7,353.89,Cash,2022,10
03208,8000RCE72,010,8000ZRC83,437.39,431.19,Wire,2022,8
03208,8000BVD18,03208,8000SOR72,477.16,129.85,Credit Card,2023,4
03208,8000ZSH65,03208,8000OQW89,433.13,376.19,Credit Card,2023,10
03208,8000VQQ05,03208,8000VEU77,325.88,492.38,ACH,2022,12
03208,8000SCD22,010,8000KGC08,435.9,211.85,Cheque,2023,10
010,8000TCL26,03208,8000XAF31,250.75,225.9,Reinvestment,2023,6
010,8000OQZ34,010,8000IHY57,299.87,432.67,Bitcoin,2023,10
010,8000CNB38,010,8000OIH37,132.52,379.57,Bitcoin,2023,8
03208,8000YQR70,010,8000GIY29,229.66,197.4,ACH,2021,12
010,8000XSW55,010,8000VCB89,466.26,312.09,Credit Card,2023,2
010,8000TCR55,03208,8000RDA05,441.38,112.92,ACH,2021,9
010,8000IJX53,03208,8000SLH05,337.66,272.63,ACH,2021,8
03208,8000ADA25,03208,8000INI06,462.15,201.66,Wire,2023,1
010,8000IOO27,03208,8000FYR78,270.77,468.22,Wire,2021,6
010,8000MMM98,03208,8000WPF11,475.04,113.34,Cheque,2022,5
010,8000GIF33,03208,8000PAF13,478.35,437.49,ACH,2022,9
03208,8000FNV65,010,8000YTA17,327.99,484.55,Bitcoin,2023,11
010,8000KAA56,03208,8000APH12,120.08,331.35,Cheque,2022,3
03208,8000ROL88,03208,8000SVN27,453.86,160.6,Credit Card,2021,9
03208,8000UAO72,010,8000PBY86,464.56,188.31,Cheque,2023,3
010,8000GOU54,010,8000DXO47,477.22,235.5,Wire,2021,12
03208,8000WVS66,03208,8000KHX09,288.81,213.0,Bitcoin,2021,10
010,8000QFC29,010,8000YSF92,216.52,475.29,Reinvestment,2023,3
03208,8000DUG45,03208,8000ATB38,135.01,460.42,Reinvestment,2022,9
010,8000KXY44,03208,8000WPP59,451.73,326.63,Wire,2022,12
010,8000PLZ66,010,8000HQO82,389.21,385.99,Wire,2023,4
03208,8000ECB21,010,8000XUZ71,420.72,122.96,ACH,2021,11
010,8000HPS97,010,8000PAO11,407.63,336.92,ACH,2021,9
03208,8000QHW87,03208,8000QLW54,426.95,114.09,Bitcoin,2021,10
010,8000TTU52,03208,8000KWZ99,144.4,152.71,Reinvestment,2021,4
03208,8000HYE40,03208,8000MSP93,235.31,227.54,Bitcoin,2022,2
03208,8000OMH03,010,8000ZAX04,425.67,106.25,ACH,2022,1
03208,8000OUA14,010,8000TDX20,393.71,293.03,Cheque,2023,12
03208,8000UUS39,03208,8000FRZ77,406.7,121.2,Cash,2023,4
03208,8000PBH40,03208,8000YGN53,403.84,217.44,Bitcoin,2023,1
010,8000XKN02,010,8000WOW48,126.77,432.36,Bitcoin,2023,11
010,8000JPN61,010,8000NGY29,430.43,189.72,ACH,2022,1
03208,8000NKP73,03208,8000RIN17,134.37,257.98,Credit Card,2023,4
010,8000JOV67,010,8000HFW72,428.96,322.28,Cheque,2022,4
010,8000SPQ16,010,8000CJD24,226.84,348.3,ACH,2022,12
03208,8000SBA78,03208,8000LRC35,184.85,472.79,Reinvestment,2023,12
03208,8000AOS83,03208,8000IEQ88,178.36,280.16,Cheque,2023,7
03208,8000KPR04,010,8000ODQ34,130.89,497.11,Wire,2023,9
03208,8000HAU35,03208,8000BPU49,299.31,168.69,Credit Card,2021,11
010,8000SAD83,010,8000QGE85,413.84,289.41,Bitcoin,2022,7
010,8000AZV30,010,8000FKI83,360.18,267.77,Cheque,2023,3
03208,8000OHC50,03208,8000JFU68,496.82,241.74,Credit Card,2021,1
010,8000UOG40,010,8000KFR81,408.41,343.53,Cheque,2023,11
010,8000BGJ46,010,8000FIW14,391.32,265.3,ACH,2021,8
03208,8000UHF44,010,8000YLP99,264.53,262.46,Wire,2021,1
010,8000RKC70,010,8000RFP74,148.32,475.92,Wire,2021,8
010,8000SBV21,010,8000BVS62,251.9,478.23,Bitcoin,2021,7
03208,8000UDG88,010,8000UNJ26,443.86,123.77,Reinvestment,2022,5
010,8000JAG44,010,8000AUM45,234.34,188.31,Credit Card,2021,4
010,8000RLJ15,010,8000GBX69,149.01,387.91,Bitcoin,2023,9
010,8000UIK78,03208,8000UQZ89,312.54,203.77,Reinvestment,2023,10
03208,8000TEI99,03208,8000BOK99,342.98,311.54,Reinvestment,2022,3
03208,8000WRC46,010,8000BKO82,147.33,209.4,Wire,2021,4
010,8000UQU02,010,8000YHS49,406.52,253.37,ACH,2021,9
03208,8000VCO84,03208,8000WOL75,303.16,249.34,ACH,2022,11
010,8000PYX01,010,8000SBQ55,334.86,303.12,Wire,2022,4
03208,8000RHB29,010,8000GEI26,115.36,225.48,Reinvestment,2022,8
010,8000VOX50,03208,8000LZD04,186.32,335.11,ACH,2022,9
03208,8000KMJ72,010,8000QWL40,276.19,369.45,Credit Card,2021,7
010,8000CEH56,010,8000IIN61,141.64,334.21,Bitcoin,2022,2
010,8000AOU54,010,8000NWM21,391.95,491.96,ACH,2022,4
03208,8000YYY61,03208,8000QXA20,186.71,186.08,Wire,2022,6
010,8000LYT58,03208,8000DUL99,244.51,243.87,Credit Card,2023,2
010,8000HQS76,03208,8000TPK96,113.36,237.68,Reinvestment,2023,12
03208,8000KKI26,010,8000OXK47,201.24,431.41,Credit Card,2023,8
03208,8000RJO32,03208,8000BZF14,439.62,208.96,ACH,2022,6
010,8000ZTS06,010,8000ZXB93,313.41,233.82,Cheque,2021,6
010,8000JNY21,03208,8000FMH57,392.85,387.62,ACH,2021,10
010,8000SNC48,03208,8000HBD40,183.04,175.21,Bitcoin,2022,5
03208,8000KWM87,010,8000IPR84,178.47,254.97,Cheque,2023,8
03208,8000THX99,03208,8000VVE98,333.53,446.47,Bitcoin,2023,8
010,8000VVC79,010,8000HKX63,176.8,334.18,Cheque,2023,2
010,8000OEJ75,010,8000ZIX90,179.09,359.66,Reinvestment,2021,6
010,8000EOB70,010,8000YFS60,139.69,194.42,Cheque,2023,7
010,8000VHZ99,010,8000BZN27,403.82,102.3,Cash,2023,11
03208,8000POT07,03208,8000HFA88,135.27,108.89,Cheque,2022,11
010,8000WNK47,03208,8000IBT24,455.59,207.35,Cash,2021,4
010,8000NFV30,010,8000BBK38,448.22,483.03,Credit Card,2022,4
03208,8000QNR56,010,8000EHQ24,164.5,271.15,Cash,2021,2
03208,8000JAG25,03208,8000FQI87,486.96,221.69,Cash,2021,12
03208,8000MKC42,010,8000LDK02,236.37,197.37,Bitcoin,2023,8
03208,8000VUA87,010,8000JVV39,455.6,497.03,Bitcoin,2022,9
010,8000KNQ07,010,8000YGY27,128.91,189.06,Wire,2021,10
010,8000XWA42,010,8000ETH80,157.51,155.6,Credit Card,2021,7
03208,8000VAE57,03208,8000RBV11,276.56,309.03,Credit Card,2022,9
03208,8000PGF26,03208,8000HVC48,119.07,228.54,Wire,2023,8
010,8000MZE55,010,8000TNB96,207.81,359.24,Bitcoin,2021,10
010,8000TZW43,03208,8000YSQ55,339.53,208.78,Reinvestment,2023,2
010,8000IRC38,010,8000EGQ39,152.65,397.25,Wire,2023,2
03208,8000GKM86,03208,8000UCU98,149.79,335.09,Wire,2021,7
03208,8000KJO07,03208,8000DLF90,260.47,382.37,Cash,2022,1
03208,8000UPD27,010,8000LNQ84,141.25,405.3,ACH,2023,2
010,8000HXR81,03208,8000UTF24,361.14,171.11,Cash,2023,6
010,8000BLU24,03208,8000BBS60,416.17,247.11,ACH,2023,11
010,8000JUM97,03208,8000XJL46,289.54,179.7,Cash,2023,9
03208,8000AHS80,03208,8000NOQ04,126.12,355.6,Reinvestment,2023,3
03208,8000NKA33,010,8000PTC13,344.92,475.5,Bitcoin,2021,12
010,8000KUH89,03208,8000XSZ59,195.93,164.72,ACH,2022,8
010,8000MUP16,010,8000NVF50,252.01,253.85,Wire,2022,6
03208,8000AXG19,03208,8000WCT23,177.11,306.1,Credit Card,2023,6
03208,8000UOY87,010,8000DJU35,356.19,361.76,Credit Card,2021,4
03208,8000EUC22,03208,8000YNJ36,427.57,166.31,Reinvestment,2023,2
010,8000WSF15,010,8000HCF76,443.42,319.7,Credit Card,2023,7
010,8000RFY28,03208,8000EQB02,408.72,164.26,Cash,2021,5
03208,8000LIW94,03208,8000FMR75,318.64,205.06,ACH,2023,6
010,8000OHQ26,03208,8000LJJ27,322.33,239.09,Wire,2022,11
03208,8000XNX70,010,8000NVY00,181.2,356.01,Credit Card,2021,7
010,8000WTM47,010,8000VOJ84,106.08,211.7,Cash,2022,3
010,8000IHO04,010,8000FYV80,323.7,396.81,Credit Card,2021,7
010,8000BDU62,010,8000JSE09,379.06,495.43,ACH,2021,1
03208,8000WOG43,010,8000ZNT19,258.41,217.42,Wire,2023,5
010,8000QZR45,010,8000ZQG02,357.17,235.13,Cash,2022,12
03208,8000ORS54,03208,8000IVN34,230.0,267.1,Bitcoin,2022,5
010,8000PGK14,03208,8000LMQ93,241.16,451.41,Bitcoin,2022,2
03208,8000QLO85,010,8000HBJ81,251.71,208.99,Credit Card,2023,8
03208,8000AUH39,03208,8000AGN22,438.55,271.89,Reinvestment,2021,1
03208,8000VIG32,03208,8000THS19,181.42,157.64,ACH,2023,2
03208,8000TBA40,010,8000VII83,487.15,246.04,Cash,2021,9
03208,8000QSB92,010,8000PSW45,204.11,423.29,Cash,2023,3
010,8000ZXL35,010,8000ITA84,296.27,327.01,ACH,2022,11
010,8000QDA94,03208,8000ICH60,202.68,313.95,Credit Card,2021,3
03208,8000FUJ79,03208,8000JBM14,290.97,437.47,Cash,2023,8
03208,8000ONT08,010,8000KTM58,259.71,137.19,Cheque,2023,11
03208,8000FFI54,03208,8000JGE11,249.91,390.32,Cheque,2021,7
010,8000VSM28,010,8000RCR09,219.81,114.31,Credit Card,2023,5
03208,8000HOS57,010,8000HVW85,108.79,457.68,Reinvestment,2021,11
010,8000CDG74,010,8000HWG45,423.03,182.1,Credit Card,2021,3
03208,8000CEV83,010,8000RJL45,280.4,338.31,Cheque,2023,12
010,8000FOG35,03208,8000QOB02,203.9,144.93,Credit Card,2023,8
03208,8000TYM90,010,8000CZK45,175.29,319.46,Cheque,2022,5
010,8000RID54,010,8000UHO33,163.16,178.34,Cheque,2023,6
010,8000FSA19,03208,8000KEU18,479.61,422.52,Wire,2022,1
03208,8000COJ70,03208,8000JUV39,338.68,222.93,Bitcoin,2023,3
03208,8000FBG40,03208,8000MIR96,204.97,214.13,Reinvestment,2022,9
03208,8000NCQ51,03208,8000XRO29,204.5,252.12,Credit Card,2022,5
03208,8000GBZ90,03208,8000JOO45,497.39,189.38,Reinvestment,2023,6
010,8000QKQ81,03208,8000KHY37,357.87,338.04,Reinvestment,2021,9
010,8000SZN64,010,8000END67,165.3,450.36,Cash,2022,4
010,8000YMN54,03208,8000BUI57,418.73,394.16,ACH,2022,10
010,8000FHT03,03208,8000KXO53,274.76,413.41,Credit Card,2021,5
010,8000AYB08,03208,8000PZD73,367.56,361.81,Wire,2023,11
010,8000QHB27,03208,8000USK10,335.11,220.64,Bitcoin,2023,1
03208,8000URB88,010,8000HFW60,157.06,482.15,Credit Card,2022,10
010,8000HGT38,03208,8000WOP97,149.3,293.2,Reinvestment,2023,4
010,8000QMQ58,03208,8000ZIE16,402.12,415.55,Bitcoin,2022,11
010,8000LYG09,03208,8000PXW25,195.86,186.42,Cash,2021,10
03208,8000JNH36,010,8000JMN51,385.12,275.69,Bitcoin,2023,4
010,8000ONO60,03208,8000VFL35,109.22,308.25,ACH,2022,6
03208,8000VFM42,010,8000BXP15,490.35,317.84,Cash,2023,2
010,8000ZHB13,010,8000WDG03,300.2,473.73,ACH,2023,8
010,8000ENZ39,03208,8000NKY29,271.48,400.54,Credit Card,2021,11
03208,8000ANT96,03208,8000SWA14,417.99,390.66,Credit Card,2022,3
010,8000XCM75,010,8000JPA49,264.06,340.71,Wire,2021,8
010,8000IWP04,03208,8000LON69,374.86,167.7,Reinvestment,2022,2
03208,8000UKE45,03208,8000XOC61,109.62,148.95,Reinvestment,2023,1
03208,8000GQN93,03208,8000VPR26,467.06,178.32,Bitcoin,2022,7
010,8000WXU75,03208,8000ZFD51,319.26,247.96,Cash,2023,11
010,8000BND32,03208,8000ZKH56,391.45,474.13,Cheque,2023,6
03208,8000MDW08,010,8000YHM38,476.7,428.63,Bitcoin,2021,5
03208,8000CZO00,010,8000BGV68,268.12,143.55,ACH,2023,6
03208,8000ZBQ09,010,8000WPY18,141.72,439.48,Credit Card,2023,5
03208,8000VKO24,03208,8000FAL14,113.5,263.71,Cheque,2022,7
010,8000RWY61,03208,8000NCA04,289.29,357.11,Cash,2023,12
010,8000YTS16,010,8000ZUW14,330.12,170.61,Cash,2022,11
03208,8000JAD55,03208,8000VEE27,240.75,165.52,Cheque,2021,12
010,8000YXE25,03208,8000KMO68,295.2,431.67,Cheque,2023,6
03208,8000GKF94,010,8000YZM52,150.7,279.8,Credit Card,2022,12
03208,8000XEJ96,03208,8000YZI56,164.76,410.99,Credit Card,2023,10
010,8000PJW50,010,8000FAR15,461.41,407.19,Bitcoin,2021,6
03208,8000QUV29,03208,8000HQZ49,170.81,478.1,Bitcoin,2023,5
03208,8000DHD15,010,8000AUS36,314.91,466.23,Cheque,2021,12
010,8000PER86,03208,8000POA72,231.27,360.48,Bitcoin,2023,11
010,8000FQY49,03208,8000QPX03,479.65,345.32,ACH,2021,5
03208,8000SLF40,03208,8000EFD11,139.02,440.55,ACH,2021,11
010,8000WNO81,03208,8000UTD31,192.09,391.91,Wire,2023,10
010,8000NUI97,010,8000VFR35,219.69,273.62,Cheque,2023,7
010,8000URS76,03208,8000XLP04,244.5,207.24,Cheque,2021,2
010,8000EQA19,03208,8000EDL86,138.58,241.11,Reinvestment,2023,5
010,8000UAN41,03208,8000MOA23,161.87,218.71,Cheque,2023,8
010,8000KYC96,03208,8000EFZ78,446.23,271.25,Reinvestment,2023,4
03208,8000GRY99,010,8000MYI88,292.32,494.4,Reinvestment,2022,2
010,8000WXM87,03208,8000BZP30,163.98,463.5,Credit Card,2023,7
03208,8000EFH88,010,8000RUK64,466.87,216.32,Wire,2021,4
03208,8000UZA03,010,8000VAW89,389.44,185.18,Cheque,2022,6
03208,8000KVC32,03208,8000HWL60,201.6,115.74,Cash,2022,3
010,8000ZJF40,010,8000URZ18,450.61,491.2,Cash,2021,5
010,8000JJL51,010,8000HND00,395.18,333.03,Bitcoin,2022,9
03208,8000CRK33,03208,8000IHL83,497.87,486.33,Reinvestment,2023,5
03208,8000NFH93,03208,8000MWF65,131.54,279.74,Cheque,2022,5
03208,8000VJD02,010,8000FFX94,347.8,157.09,Credit Card,2022,5
03208,8000ZKZ86,010,8000RXS29,204.12,496.96,Cheque,2022,1
010,8000EEU24,010,8000HGR64,161.03,150.71,Credit Card,2023,11
03208,8000KOF79,03208,8000CRT59,215.99,129.03,ACH,2022,10
010,8000SGW13,03208,8000YAM80,390.72,153.8,Reinvestment,2023,11
03208,8000JOJ31,03208,8000LZV46,351.49,396.97,Credit Card,2023,8
010,8000KRT96,010,8000XKA60,225.49,152.95,Credit Card,2023,3
010,8000PBU42,010,8000CNX60,141.86,328.46,Wire,2023,8
03208,8000ZAM92,03208,8000PGW72,149.53,196.9,ACH,2022,8
03208,8000GDS66,010,8000DLX03,344.08,251.48,ACH,2023,10
03208,8000SSB97,010,8000XHK76,290.03,240.64,Bitcoin,2022,5
03208,8000ONV48,010,8000AND95,248.35,285.78,Bitcoin,2021,6
010,8000SKS77,010,8000PAY21,138.7,212.57,ACH,2022,10
010,8000PGE80,010,8000TMM65,297.34,448.23,Credit Card,2021,12
010,8000CEO54,010,8000XDL72,205.88,492.5,Cash,2023,11
010,8000TSD37,010,8000XCQ90,449.44,306.55,Reinvestment,2021,10
010,8000QHL98,03208,8000VVX00,377.6,294.89,ACH,2021,3
03208,8000PWR55,03208,8000MLE35,266.97,338.17,ACH,2022,10
010,8000ITL57,03208,8000NXW96,467.81,137.34,Wire,2022,3
03208,8000ZVL51,010,8000NDK02,323.62,222.88,Cheque,2022,5
010,8000QVZ61,010,8000UCR11,431.66,401.67,ACH,2023,12
010,8000FGR65,03208,8000KFH37,337.35,337.61,Wire,2021,3
03208,8000LJT54,010,8000JGR60,477.3,432.85,Credit Card,2022,3
010,8000ZJE94,010,8000JPU48,135.53,235.17,Credit Card,2022,2
010,8000CWG67,03208,8000XOE82,411.2,232.69,Credit Card,2022,11
03208,8000SFM33,03208,8000DDD73,116.58,285.41,Wire,2021,10
010,8000QDH51,010,8000CCL07,142.91,215.28,Cash,2022,9
03208,8000YYZ06,03208,8000ZTR77,423.25,211.81,Cheque,2022,2
010,8000WIQ61,010,8000EDP07,390.46,260.32,Reinvestment,2022,8
03208,8000VKB96,03208,8000CCJ18,337.92,287.39,ACH,2023,5
010,8000HXH86,03208,8000UZO96,466.57,353.91,Cash,2023,12
010,8000JEM50,03208,8000PQU09,258.16,247.06,Cheque,2021,3
03208,8000END40,010,8000LGB46,102.18,392.36,Wire,2023,1
03208,8000RWV36,03208,8000SUG01,128.66,406.62,Reinvestment,2022,4
010,8000ICY23,010,8000KZM87,389.61,464.8,Reinvestment,2023,6
010,8000EWP18,03208,8000BHW30,203.75,390.32,Credit Card,2021,4
010,8000UQR41,010,8000DFJ04,334.06,171.19,Wire,2023,8
010,8000SWI16,010,8000LJO31,275.85,136.12,Reinvestment,2021,10
010,8000VZE70,03208,8000FRH54,192.86,120.35,Wire,2021,12
03208,8000NAD07,010,8000QTH09,397.39,204.18,Credit Card,2023,3
03208,8000ZPE21,03208,8000WKV62,112.18,234.85,ACH,2023,4
010,8000JNQ33,010,8000ALT74,374.64,240.29,ACH,2021,9
03208,8000CAH88,03208,8000ZXP29,399.67,103.02,Cheque,2022,6
